web-scraper-order,web-scraper-start-url,newpage,team,matchup,date,winloss,min,pts,fgm,fga,fgpercent,3pm,3pa,3ppercent,ftm,fta,ftpercent,oreb,dreb,reb,ast,stl,blk,tov,pfidk,plusminus
"1710880555-168","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. MIA","03/07/2024","W","240","114","40","87","46.0","16","41","39.0","18","23","78.3","10","35","45","27","5","6","10","16","6"
"1710880555-169","https://www.nba.com/stats/teams/boxscores","","PHX","PHX vs. TOR","03/07/2024","W","240","120","44","86","51.2","15","35","42.9","17","20","85.0","10","39","49","29","6","6","16","16","7"
"1710880555-170","https://www.nba.com/stats/teams/boxscores","","TOR","TOR @ PHX","03/07/2024","L","240","113","43","94","45.7","16","44","36.4","11","15","73.3","9","27","36","30","5","2","9","20","-7"
"1710880555-171","https://www.nba.com/stats/teams/boxscores","","SAC","SAC vs. SAS","03/07/2024","W","240","131","52","102","51.0","10","32","31.3","17","18","94.4","14","32","46","31","8","3","13","15","2"
"1710880555-172","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ SAC","03/07/2024","L","240","129","46","91","50.5","16","33","48.5","21","21","100","9","28","37","39","8","4","12","20","-2"
"1710880555-173","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. BOS","03/07/2024","W","240","115","45","90","50.0","4","21","19.0","21","22","95.5","8","37","45","27","10","4","8","19","6"
"1710880555-174","https://www.nba.com/stats/teams/boxscores","","BOS","BOS @ DEN","03/07/2024","L","240","109","41","91","45.1","11","38","28.9","16","25","64.0","13","34","47","24","6","3","12","18","-6"
"1710880555-175","https://www.nba.com/stats/teams/boxscores","","CHI","CHI @ GSW","03/07/2024","W","240","125","46","87","52.9","16","36","44.4","17","23","73.9","7","33","40","29","6","5","14","22","3"
"1710880555-176","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. CHI","03/07/2024","L","240","122","44","97","45.4","11","42","26.2","23","28","82.1","13","35","48","31","8","2","11","22","-3"
"1710880555-177","https://www.nba.com/stats/teams/boxscores","","BKN","BKN @ DET","03/07/2024","L","240","112","41","84","48.8","17","41","41.5","13","18","72.2","4","24","28","24","12","4","14","17","-6"
"1710880555-178","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. BKN","03/07/2024","W","240","118","43","82","52.4","12","30","40.0","20","21","95.2","13","37","50","24","7","4","23","18","6"
"1710880555-179","https://www.nba.com/stats/teams/boxscores","","WAS","WAS vs. ORL","03/06/2024","L","240","109","40","88","45.5","12","38","31.6","17","20","85.0","9","26","35","26","7","4","9","20","-10"
"1710880555-180","https://www.nba.com/stats/teams/boxscores","","ORL","ORL @ WAS","03/06/2024","W","240","119","44","81","54.3","12","26","46.2","19","21","90.5","9","33","42","21","4","5","15","14","10"
"1710880555-181","https://www.nba.com/stats/teams/boxscores","","ATL","ATL vs. CLE","03/06/2024","W","240","112","43","84","51.2","11","30","36.7","15","20","75.0","8","34","42","27","7","3","11","17","11"
"1710880555-182","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ ATL","03/06/2024","L","240","101","39","89","43.8","10","44","22.7","13","17","76.5","10","32","42","27","5","4","15","16","-11"
"1710880555-183","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ PHI","03/06/2024","W","240","115","41","91","45.1","13","37","35.1","20","23","87.0","15","39","54","21","3","15","15","14","6"
"1710880555-184","https://www.nba.com/stats/teams/boxscores","","PHI","PHI vs. MEM","03/06/2024","L","240","109","39","102","38.2","13","35","37.1","18","21","85.7","17","30","47","25","11","9","11","21","-6"
"1710880555-185","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. LAC","03/06/2024","L","240","116","45","94","47.9","16","37","43.2","10","17","58.8","13","25","38","33","6","2","8","21","-6"
"1710880555-186","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ HOU","03/06/2024","W","240","122","44","80","55.0","12","29","41.4","22","26","84.6","8","33","41","19","5","8","9","17","6"
"1710880555-187","https://www.nba.com/stats/teams/boxscores","","UTA","UTA vs. CHI","03/06/2024","L","240","117","44","96","45.8","15","47","31.9","14","16","87.5","14","31","45","28","4","7","10","14","-2"
"1710880555-188","https://www.nba.com/stats/teams/boxscores","","CHI","CHI @ UTA","03/06/2024","W","240","119","45","90","50.0","17","39","43.6","12","15","80.0","7","32","39","29","7","4","9","13","2"
"1710880555-189","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. MIL","03/06/2024","W","240","125","51","91","56.0","19","39","48.7","4","7","57.1","8","42","50","37","10","13","16","13","35"
"1710880555-190","https://www.nba.com/stats/teams/boxscores","","MIL","MIL @ GSW","03/06/2024","L","240","90","34","89","38.2","11","39","28.2","11","15","73.3","6","30","36","19","8","5","15","10","-35"
"1710880555-191","https://www.nba.com/stats/teams/boxscores","","POR","POR vs. OKC","03/06/2024","L","240","120","41","81","50.6","14","34","41.2","24","27","88.9","7","25","32","27","10","2","17","28","-8"
"1710880555-192","https://www.nba.com/stats/teams/boxscores","","OKC","OKC @ POR","03/06/2024","W","240","128","43","74","58.1","9","22","40.9","33","39","84.6","7","32","39","23","10","5","18","18","8"
"1710880555-193","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. SAC","03/06/2024","L","240","120","42","81","51.9","15","32","46.9","21","25","84.0","3","31","34","25","4","5","14","14","-10"
"1710880555-194","https://www.nba.com/stats/teams/boxscores","","SAC","SAC @ LAL","03/06/2024","W","240","130","54","97","55.7","12","31","38.7","10","12","83.3","9","37","46","32","8","2","14","23","10"
"1710880555-195","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. PHX","03/05/2024","L","265","107","41","96","42.7","15","40","37.5","10","14","71.4","10","41","51","25","6","6","15","15","-10"
"1710880555-196","https://www.nba.com/stats/teams/boxscores","","PHX","PHX @ DEN","03/05/2024","W","265","117","42","96","43.8","15","34","44.1","18","22","81.8","11","41","52","32","9","7","10","19","10"
"1710880555-197","https://www.nba.com/stats/teams/boxscores","","IND","IND @ DAL","03/05/2024","W","240","137","50","93","53.8","18","39","46.2","19","24","79.2","9","34","43","34","3","2","9","21","17"
"1710880555-198","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. IND","03/05/2024","L","240","120","45","93","48.4","13","39","33.3","17","21","81.0","9","32","41","23","5","6","9","23","-17"
"1710880555-199","https://www.nba.com/stats/teams/boxscores","","BOS","BOS @ CLE","03/05/2024","L","240","104","39","93","41.9","15","38","39.5","11","12","91.7","14","39","53","24","6","9","13","13","-1"
"1710880555-200","https://www.nba.com/stats/teams/boxscores","","CLE","CLE vs. BOS","03/05/2024","W","240","105","39","90","43.3","20","42","47.6","7","11","63.6","8","34","42","28","11","3","9","10","1"
"1710880555-201","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. SAS","03/05/2024","W","240","114","49","105","46.7","9","34","26.5","7","11","63.6","16","35","51","23","15","5","7","15","13"
"1710880555-202","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ HOU","03/05/2024","L","240","101","38","87","43.7","12","36","33.3","13","16","81.3","12","38","50","24","1","10","19","12","-13"
"1710880555-203","https://www.nba.com/stats/teams/boxscores","","DET","DET @ MIA","03/05/2024","L","240","110","39","89","43.8","12","42","28.6","20","22","90.9","10","32","42","26","5","3","11","16","-8"
"1710880555-204","https://www.nba.com/stats/teams/boxscores","","MIA","MIA vs. DET","03/05/2024","W","240","118","42","85","49.4","14","31","45.2","20","23","87.0","8","34","42","27","7","5","9","14","8"
"1710880555-205","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. PHI","03/05/2024","W","240","112","41","84","48.8","12","30","40.0","18","24","75.0","10","34","44","25","4","7","14","16","5"
"1710880555-206","https://www.nba.com/stats/teams/boxscores","","PHI","PHI @ BKN","03/05/2024","L","240","107","40","82","48.8","12","28","42.9","15","19","78.9","8","30","38","25","6","2","12","24","-5"
"1710880555-207","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. ATL","03/05/2024","L","240","100","38","99","38.4","16","52","30.8","8","11","72.7","17","23","40","27","8","6","12","18","-16"
"1710880555-208","https://www.nba.com/stats/teams/boxscores","","ATL","ATL @ NYK","03/05/2024","W","240","116","44","87","50.6","10","31","32.3","18","23","78.3","13","38","51","26","6","5","16","13","16"
"1710880555-209","https://www.nba.com/stats/teams/boxscores","","TOR","TOR vs. NOP","03/05/2024","L","240","98","36","93","38.7","13","44","29.5","13","22","59.1","11","34","45","21","6","7","12","11","-41"
"1710880555-210","https://www.nba.com/stats/teams/boxscores","","NOP","NOP @ TOR","03/05/2024","W","240","139","53","105","50.5","24","49","49.0","9","11","81.8","17","45","62","38","9","5","11","19","41"
"1710880555-211","https://www.nba.com/stats/teams/boxscores","","ORL","ORL @ CHA","03/05/2024","W","240","101","40","74","54.1","13","35","37.1","8","15","53.3","8","33","41","23","9","1","18","16","12"
"1710880555-212","https://www.nba.com/stats/teams/boxscores","","CHA","CHA vs. ORL","03/05/2024","L","240","89","33","72","45.8","12","33","36.4","11","11","100","3","28","31","19","7","1","19","19","-12"
"1710880555-213","https://www.nba.com/stats/teams/boxscores","","OKC","OKC @ LAL","03/04/2024","L","240","104","37","94","39.4","15","39","38.5","15","16","93.8","13","25","38","22","12","7","10","20","-12"
"1710880555-214","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. OKC","03/04/2024","W","240","116","41","80","51.3","16","34","47.1","18","25","72.0","12","43","55","29","8","7","21","15","12"
"1710880555-215","https://www.nba.com/stats/teams/boxscores","","CHI","CHI @ SAC","03/04/2024","W","240","113","42","84","50.0","11","32","34.4","18","22","81.8","7","25","32","28","9","2","10","17","4"
"1710880555-216","https://www.nba.com/stats/teams/boxscores","","SAC","SAC vs. CHI","03/04/2024","L","240","109","41","92","44.6","11","37","29.7","16","18","88.9","20","31","51","29","6","6","18","22","-4"
"1710880555-217","https://www.nba.com/stats/teams/boxscores","","MIL","MIL vs. LAC","03/04/2024","W","240","113","37","78","47.4","15","38","39.5","24","28","85.7","7","39","46","20","8","3","12","20","7"
"1710880555-218","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ MIL","03/04/2024","L","240","106","37","84","44.0","16","40","40.0","16","25","64.0","5","33","38","25","9","3","14","21","-7"
